University of California-San Diego,La Jolla,CA,www.ucsd.edu,students.ucsd.edu/finances/financial-aid/forms/calculator.html,14421,NULL,8861,10054,13383,20777,26913,NULL,NULL,NULL,NULL,NULL,23792,0.2357,0.0119,0.1581,0.4011,0.942,NULL,1,NULL,605,675,635,0.860365464,NULL,0
University of California-San Francisco,San Francisco,CA,www.ucsf.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
University of California-Santa Barbara,Santa Barbara,CA,www.ucsb.edu,www.finaid.ucsb.edu/Prospective/AidEstimator.aspx,14142,NULL,9546,10895,13985,21943,29089,NULL,NULL,NULL,NULL,NULL,19362,0.3965,0.0213,0.2481,0.1763,0.9193,NULL,0.6842,NULL,590,625,605,0.804666207,NULL,0
University of California-Santa Cruz,Santa Cruz,CA,www.ucsc.edu/,www2.ucsc.edu/finaidcalc/calculator/index.php,15107,NULL,9989,11280,14868,22432,30957,NULL,NULL,NULL,NULL,NULL,15695,0.368,0.0201,0.3019,0.2047,0.8879,NULL,0.6,NULL,540,555,540,0.735264493,NULL,0
Sofia University,Palo Alto,CA,www.sofia.edu,www.sofia.edu/admissions/loancalculator.php,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,0.7,0.05,0.05,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
California Beauty School,Modesto,CA,www.calbeautycollege.com,www.calbeautycollege.com,NULL,12974,NULL,NULL,NULL,NULL,NULL,12501,12530,15868,16818,NULL,114,0.4825,0.0175,0.4561,0.0263,NULL,0.68,NULL,NULL,NULL,NULL,NULL,NULL,0.606074242,0
California Christian College,Fresno,CA,www.calchristiancollege.edu,www.calchristiancollege.edu/financial-aid/calculator,NULL,11734,NULL,NULL,NULL,NULL,NULL,11159,12309,NULL,NULL,NULL,30,0.2333,0.2,0.2333,0,1,NULL,NULL,NULL,NULL,NULL,NULL,0.22498,NULL,0
California College San Diego,San Diego,CA,www.cc-sd.edu,cc-sd.studentaidcalculator.com/survey.aspx,NULL,22956,NULL,NULL,NULL,NULL,NULL,22464,23005,24185,24508,24638,762,0.2927,0.2205,0.2756,0.1417,0.2737,NULL,NULL,NULL,NULL,NULL,NULL,0.594334401,NULL,0
Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,CA,www.caculinary.edu,chefs.studentaidcalculator.com,NULL,18868,NULL,NULL,NULL,NULL,NULL,17666,16906,21025,22732,22722,489,0.0286,0.0061,0.0184,0.0429,NULL,0.7944,NULL,NULL,NULL,NULL,NULL,NULL,0.572647423,0
California Hair Design Academy,La Mesa,CA,chdaschools.com,chdaschools.com,NULL,15449,NULL,NULL,NULL,NULL,NULL,15329,14934,18279,NULL,18954,219,0.3744,0.0685,0.4521,0.0365,NULL,0.8929,NULL,NULL,NULL,NULL,NULL,NULL,0.751262312,0
California Institute of the Arts,Valencia,CA,www.calarts.edu,www.calarts.edu,NULL,42600,NULL,NULL,NULL,NULL,NULL,36643,39709,42912,44381,50032,987,0.4377,0.0628,0.1125,0.1104,0.85,NULL,NULL,NULL,NULL,NULL,NULL,0.562066207,NULL,0
California Maritime Academy,Vallejo,CA,www.csum.edu,www.csum.edu/web/admissions/financial-aid,16974,NULL,11371,13434,14795,18849,21819,NULL,NULL,NULL,NULL,NULL,1044,0.5785,0.0239,0.1561,0.0824,0.8214,NULL,0.5,NULL,525,550,NULL,0.58333,NULL,0
California Western School of Law,San Diego,CA,www.cwsl.edu,www.cwsl.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Canada College,Redwood City,CA,canadacollege.edu,webprod.cccco.edu/npc/371/npcalc.htm,2778,NULL,2778,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5217,0.3094,0.037,0.4455,0.1141,NULL,0.6564,NULL,0.3419,NULL,NULL,NULL,NULL,0.182802636,0
College of the Canyons,Santa Clarita,CA,www.canyons.edu,www.canyons.edu/offices/FinAid/netcalc.asp,5954,NULL,5954,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16784,0.3876,0.0512,0.4289,0.0744,NULL,0.762,NULL,0.6142,NULL,NULL,NULL,NULL,0.350825554,0
Career Academy of Beauty,Garden Grove,CA,CAofB.com,caofb.com,NULL,11184,NULL,NULL,NULL,NULL,NULL,10690,10112,12162,13712,NULL,167,0.521,0.0539,0.2814,0.1018,NULL,0.9524,NULL,0.9091,NULL,NULL,NULL,NULL,0.739517647,0
Casa Loma College-Van Nuys,Van Nuys,CA,www.casalomacollege.edu,casalomacollege.studentaidcalculator.com/survey.aspx,NULL,25630,NULL,NULL,NULL,NULL,NULL,25316,26281,26371,29402,29402,606,0.1584,0.2673,0.4406,0.1139,NULL,0.625,NULL,NULL,NULL,NULL,NULL,NULL,0.771649481,0
Casa Loma College-Hawthorne,Hawthorne,CA,http://www.casalomacollege.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
CET-San Diego,San Diego,CA,www.cetweb.org/index.php,cetweb.org/for-students/financial-aid/net-price-calculator/,NULL,14109,NULL,NULL,NULL,NULL,NULL,13894,13671,16017,NULL,17902,267,0.2135,0.1536,0.5693,0.0187,NULL,0.7857,NULL,0.875,NULL,NULL,NULL,NULL,0.778145313,0
CET-Sobrato,San Jose,CA,cetweb.org,cetweb.org,NULL,12906,NULL,NULL,NULL,NULL,NULL,12762,13120,13788,17000,NULL,345,0.0696,0.0261,0.8203,0.0493,NULL,0.8134,NULL,NULL,NULL,NULL,NULL,NULL,0.807894208,0
CET-El Centro,El Centro,CA,cetweb.org,cetweb.org,NULL,-264,NULL,NULL,NULL,NULL,NULL,-570,4631,NULL,NULL,NULL,234,0.0171,0.0085,0.9658,0,NULL,0.8519,NULL,NULL,NULL,NULL,NULL,NULL,0.903872093,0
CET-San Bernardino,San Bernardino,CA,cetweb.org,cetweb.org,NULL,12322,NULL,NULL,NULL,NULL,NULL,12280,11798,12134,16501,NULL,103,0.2233,0.2136,0.5146,0.0194,NULL,0.9,NULL,NULL,NULL,NULL,NULL,NULL,0.823853659,0
CET-Watsonville,Watsonville,CA,www.cetweb.org,cetweb.org/for-students/financial-aid/net-price-calculator/,NULL,11479,NULL,NULL,NULL,NULL,NULL,11043,12068,13793,NULL,NULL,88,0.0568,0,0.9432,0,NULL,0.6905,NULL,NULL,NULL,NULL,NULL,NULL,0.827353237,0
CET-Gilroy,Gilroy,CA,cetweb.org,cetweb.org,NULL,4571,NULL,NULL,NULL,NULL,NULL,4584,4458,NULL,NULL,NULL,104,0.0288,0,0.9712,0,NULL,0.7347,NULL,NULL,NULL,NULL,NULL,NULL,0.8063,0
CET-Salinas,Salinas,CA,cetweb.org,cetweb.org,NULL,12479,NULL,NULL,NULL,NULL,NULL,12548,12203,NULL,NULL,NULL,65,0.0154,0.0462,0.9231,0.0154,NULL,0.6667,NULL,NULL,NULL,NULL,NULL,NULL,0.79475,0
Cerritos College,Norwalk,CA,www.cerritos.edu,webprod.cccco.edu/npc/811/npcalc.htm,3155,NULL,3155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20011,0.0955,0.0795,0.6481,0.0926,NULL,0.7384,NULL,0.5567,NULL,NULL,NULL,NULL,0.321052152,0
Cerro Coso Community College,Ridgecrest,CA,cerrocoso.edu,webprod.cccco.edu/npc/522/npcalc.htm,5413,NULL,5413,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4029,0.5001,0.0494,0.3328,0.0345,NULL,0.5764,NULL,0.2866,NULL,NULL,NULL,NULL,0.196115385,0
Chabot College,Hayward,CA,www.chabotcollege.edu,webprod.cccco.edu/npc/482/npcalc.htm,5504,NULL,5504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12082,0.1855,0.132,0.3494,0.2356,NULL,0.7734,NULL,0.4708,NULL,NULL,NULL,NULL,0.304858769,0
Chaffey College,Rancho Cucamonga,CA,www.chaffey.edu,www.chaffey.edu/finaid/Links.shtml,7933,NULL,7933,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17217,0.1952,0.0893,0.5822,0.0609,NULL,0.7315,NULL,0.6132,NULL,NULL,NULL,NULL,0.27893638,0
Chapman University,Orange,CA,www.chapman.edu,www.chapman.edu/finaid/orangeUG/,NULL,33821,NULL,NULL,NULL,NULL,NULL,24746,24945,27776,31456,40121,5940,0.5978,0.0162,0.1433,0.0981,0.9073,NULL,0.4,NULL,595,615,605,0.741656976,NULL,0
Charles R Drew University of Medicine and Science,Los Angeles,CA,www.cdrewu.edu,www.cdrewu.edu/Calculators,NULL,22741,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22741,NULL,NULL,83,0.0964,0.3253,0.1928,0.1566,1,NULL,0.25,NULL,377,358,415,0.61996,NULL,0
Concordia University-Irvine,Irvine,CA,www.cui.edu,www.cui.edu/studentlife/financial-aid/undergraduate/index.aspx?id=21911,NULL,25416,NULL,NULL,NULL,NULL,NULL,19329,21846,22825,28468,30296,1916,0.4937,0.0324,0.1827,0.06,0.7633,NULL,0,NULL,502,505,500,0.569634177,NULL,0
San Diego Christian College,El Cajon,CA,www.sdcc.edu,www.sdcc.edu/NetPriceCalc/npcalc.htm,NULL,25314,NULL,NULL,NULL,NULL,NULL,26494,20738,20844,27948,27931,889,0.3735,0.1541,0.1541,0.0169,0.6829,NULL,0.1111,NULL,505,490,478,0.421067836,NULL,0
Church Divinity School of the Pacific,Berkeley,CA,www.cdsp.edu,www.cdsp.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Citrus College,Glendora,CA,www.citruscollege.edu,www.citruscollege.edu/stdntsrv/finaid/Documents/NetPriceCalculator.mht,2185,NULL,2168,8257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11494,0.2084,0.0451,0.5868,0.0848,NULL,0.724,NULL,0.6326,NULL,NULL,NULL,NULL,0.376563223,0
Citrus Heights Beauty College,Citris Heights,CA,www.chbeautycollege.com,www.chbeautycollege.com,NULL,8665,NULL,NULL,NULL,NULL,NULL,8295,8917,11222,NULL,NULL,96,0.8125,0.0208,0.0938,0.0208,NULL,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
City College of San Francisco,San Francisco,CA,www.ccsf.edu,www.ccsf.edu/Services/Financial_Aid,3696,NULL,3696,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24662,0.2399,0.0798,0.2208,0.3387,NULL,0.6832,NULL,0.3866,NULL,NULL,NULL,NULL,0.391040864,0
Claremont Graduate University,Claremont,CA,www.cgu.edu,www.cgu.edu/custom/finaid/pages/5263.asp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Claremont McKenna College,Claremont,CA,www.claremontmckenna.edu/,npc.collegeboard.org/student/app/claremontmckenna,NULL,22957,NULL,NULL,NULL,NULL,NULL,11104,7477,12909,20685,38669,1311,0.4386,0.0397,0.1121,0.1083,0.9622,NULL,NULL,NULL,695,715,705,0.923516726,NULL,0
Milan Institute-Visalia,Visalia,CA,www.milaninstitute.edu,www.milaninstitute.edu,NULL,18388,NULL,NULL,NULL,NULL,NULL,18157,19165,19570,22270,NULL,354,0.2006,0.0311,0.7232,0.0056,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.729192338,0
Clovis Adult Education,Clovis,CA,www.clovisadultschool.com,www.clovisadultschool.com/,12685,NULL,12685,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,608,0.3125,0.0329,0.3997,0.1908,NULL,0.4889,NULL,0.5396,NULL,NULL,NULL,NULL,0.666440102,0
Coastline Community College,Fountain Valley,CA,www.coastline.edu,webprod.cccco.edu/npc/831/npcalc.htm,5379,NULL,5379,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8999,0.3293,0.108,0.24,0.2395,NULL,0.6107,NULL,0.2997,NULL,NULL,NULL,NULL,0.34427541,0
Cogswell College,Sunnyvale,CA,www.cogswell.edu,www.cogswell.edu/financial-aid/npcalc.htm,NULL,22831,NULL,NULL,NULL,NULL,NULL,19885,19461,23956,26243,27358,457,0.4245,0.035,0.1466,0.1182,0.8039,NULL,0.4,NULL,NULL,NULL,NULL,0.454527273,NULL,0
Coleman University,San Diego,CA,www.coleman.edu,www.coleman.edu/prospective-students/fa-calculator/index.htm,NULL,26043,NULL,NULL,NULL,NULL,NULL,26043,NULL,NULL,NULL,NULL,532,0.5056,0.0883,0.1805,0.1335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.548745122,NULL,0
COBA Academy,Orange,CA,www.coba.edu,www.coba.edu/fees.html,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,0.475,0.025,0.475,0,NULL,0.8,NULL,NULL,NULL,NULL,NULL,NULL,0.542482353,0
Western University of Health Sciences,Pomona,CA,www.westernu.edu,www.westernu.edu/financial-budgets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Columbia College,Sonora,CA,www.gocolumbia.edu/,webprod.cccco.edu/npc/591/npcalc.htm,6540,NULL,6540,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2425,0.7344,0.0082,0.1604,0.0157,NULL,0.5778,NULL,0.3734,NULL,NULL,NULL,NULL,0.227541468,0
Columbia College-Hollywood,Tarzana,CA,www.columbiacollege.edu,www.columbiacollege.edu/financial-aid/net-price-calculator,NULL,25614,NULL,NULL,NULL,NULL,NULL,23237,26392,26562,29654,30642,314,0.4745,0.1847,0.1847,0.0637,0.6364,NULL,0,NULL,NULL,NULL,NULL,0.345104425,NULL,0
El Camino College-Compton Center,Compton,CA,www.compton.edu,testsite.cccco.edu/npc/711/npcalc.htm,6723,NULL,6723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6846,0.0359,0.3791,0.4828,0.0527,NULL,0.6317,NULL,0.3,NULL,NULL,NULL,NULL,0.14748118,0
Contra Costa College,San Pablo,CA,www.contracosta.edu,www.contracosta.edu/studentservices/finaid/resources/Shared%20Documents/default.aspx,9257,NULL,9257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5468,0.1079,0.244,0.3385,0.2001,NULL,0.6709,NULL,0.3927,NULL,NULL,NULL,NULL,0.273332,0
Cosumnes River College,Sacramento,CA,www.crc.losrios.edu/,www.losrios.edu/lrc/npcalc.php?c=crc,7626,NULL,7626,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12852,0.2464,0.1334,0.2304,0.2803,NULL,0.7704,NULL,0.5045,NULL,NULL,NULL,NULL,0.26907902,0
Crafton Hills College,Yucaipa,CA,www.craftonhills.edu,webprod.cccco.edu/npc/981/npcalc.htm,10675,NULL,10675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4716,0.4285,0.0424,0.4186,0.0503,NULL,0.712,NULL,0.5303,NULL,NULL,NULL,NULL,0.287181951,0
Cuesta College,San Luis Obispo,CA,WWW.CUESTA.EDU,www.cuesta.edu/student/aboutmoney/finaid/resources/Net_Price_Calculator.html,9873,NULL,9788,14913,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7964,0.637,0.0148,0.2449,0.0326,NULL,0.641,NULL,0.3418,NULL,NULL,NULL,NULL,0.39031742,0
Cuyamaca College,El Cajon,CA,www.cuyamaca.edu,webprod.cccco.edu/npc/021/npcalc.htm,1822,NULL,1793,NULL,7866,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7778,0.4644,0.0625,0.3155,0.0621,NULL,0.7228,NULL,0.4003,NULL,NULL,NULL,NULL,0.294642901,0
Cypress College,Cypress,CA,www.cypresscollege.edu,webprod.cccco.edu/npc/861/npcalc.htm,4265,NULL,4265,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14923,0.2276,0.0414,0.4236,0.2239,NULL,0.7326,NULL,0.591,NULL,NULL,NULL,NULL,0.380587618,0
De Anza College,Cupertino,CA,www.deanza.edu/,webprod.cccco.edu/npc/421/npcalc.htm,4177,NULL,4157,10046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20496,0.2259,0.0309,0.2396,0.3516,NULL,0.7904,NULL,0.3724,NULL,NULL,NULL,NULL,0.646047339,0
Marinello Schools of Beauty-Hemet,Hemet,CA,www.marinello.com,www.marinello.com,NULL,15330,NULL,NULL,NULL,NULL,NULL,14946,15657,17020,18566,18064,1330,0.3451,0.109,0.4654,0.0436,NULL,0.6075,NULL,0.7447,NULL,NULL,NULL,NULL,0.555444237,0
Marinello Schools of Beauty-Bell,Bell,CA,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Marinello Schools of Beauty-City of Industry,City of Industry,CA,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Marinello Schools of Beauty-Paramount,Paramount,CA,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Marinello Schools of Beauty-Huntington Beach,Huntington Beach,CA,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Marinello Schools of Beauty-Layton,Layton,UT,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Marinello Schools of Beauty-Ogden,Ogden,UT,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Marinello School of Beauty-Cathedral City,Cathedral City,CA,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Marinello School of Beauty-Murrieta,Murrieta,CA,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Marinello School of Beauty-Napa,Napa,CA,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
International School of Beauty Inc,Palm Desert,CA,internationalschoolofbeauty.com,internationalschoolofbeauty.com,NULL,12128,NULL,NULL,NULL,NULL,NULL,11995,13281,NULL,NULL,NULL,229,0.2795,0.0393,0.6507,0,NULL,0.66,NULL,NULL,NULL,NULL,NULL,NULL,0.734180591,0
Dell'Arte International School of Physical Theatre,Blue Lake,CA,www.dellarte.com/school,www.dellarte.com/school,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,0.5,0.1429,0.1429,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
College of the Desert,Palm Desert,CA,collegeofthedesert.edu,webprod.cccco.edu/npc/931/npcalc.htm,7943,NULL,7943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8330,0.2217,0.0373,0.6492,0.0323,NULL,0.7512,NULL,0.6005,NULL,NULL,NULL,NULL,0.294282433,0
Design Institute of San Diego,San Diego,CA,WWW.DISD.EDU,disd.studentaidcalculator.com/survey.aspx,NULL,23265,NULL,NULL,NULL,NULL,NULL,23764,NULL,15053,NULL,29477,181,0.6685,0.0442,0.1326,0.0608,0.625,NULL,0,NULL,NULL,NULL,NULL,0.566049057,NULL,0
Diablo Valley College,Pleasant Hill,CA,www.dvc.edu,www.dvc.edu/org/departments/financial-aid/netpricecalculator.htm,8623,NULL,8580,NULL,14386,14386,NULL,NULL,NULL,NULL,NULL,NULL,18566,0.3969,0.0544,0.2164,0.1508,NULL,0.7164,NULL,0.4908,NULL,NULL,NULL,NULL,0.436825412,0
Dominican University of California,San Rafael,CA,www.dominican.edu,www.dominican.edu/admissions/aid/net-price-calculator-npc,NULL,32053,NULL,NULL,NULL,NULL,NULL,26060,27066,28871,32078,37491,1567,0.328,0.0421,0.2253,0.1698,0.8566,NULL,NULL,NULL,525,535,530,0.551756071,NULL,0
Dominican School of Philosophy & Theology,Berkeley,CA,www.dspt.edu,www.dspt.edu/1978104916433687/site/default.asp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
East Los Angeles College,Monterey Park,CA,www.elac.edu/index.htm,www.elac.edu/admission/finaid/index.htm,8881,NULL,8881,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33439,0.0845,0.0477,0.6019,0.106,NULL,0.7316,NULL,0.4827,NULL,NULL,NULL,NULL,0.328133797,0
Marinello Schools of Beauty-Santa Clara,Santa Clara,CA,www.marinello.com,www.marinello.com,NULL,16144,NULL,NULL,NULL,NULL,NULL,15670,16038,17930,19488,19033,566,0.2332,0.1378,0.5141,0.1007,NULL,0.6162,NULL,0.5806,NULL,NULL,NULL,NULL,0.570028664,0
Marinello School of Beauty,Seaside,CA,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Marinello School of Beauty-San Mateo,San Mateo,CA,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Marinello School of Beauty-Hayward,Hayward,CA,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Marinello School of Beauty-Castro Valley,Castro Valley,CA,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
El Camino Community College District,Torrance,CA,www.elcamino.edu,www.finaid.org/calculators/studentbudget.phtml,10072,NULL,10072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22222,0.1443,0.1606,0.4766,0.1351,NULL,0.7891,NULL,0.5613,NULL,NULL,NULL,NULL,0.358436058,0
Elegance International,Hollywood,CA,ei.edu/,www.ei.edu/netpricecalculator/npcalc.htm,NULL,29944,NULL,NULL,NULL,NULL,NULL,29437,29352,32317,31297,32897,205,0.2537,0.122,0.4683,0.0439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.837802703,0
Marinello Schools of Beauty-Burbank,Burbank,CA,www.marinello.com,www.marinello.com,NULL,14776,NULL,NULL,NULL,NULL,NULL,14339,15269,15790,18490,18490,397,0.3678,0.1108,0.4509,0.0453,NULL,0.7188,NULL,0.9545,NULL,NULL,NULL,NULL,0.704025,0
Marinello School of Beauty-Palmdale,Palmdale,CA,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Marinello Schools of Beauty-Moreno Valley,Moreno Valley,CA,www.marinello.com,www.marinello.com,NULL,16017,NULL,NULL,NULL,NULL,NULL,15754,15232,17784,19600,19714,254,0.2283,0.2047,0.5039,0.0394,NULL,0.5306,NULL,1,NULL,NULL,NULL,NULL,0.659799087,0
Marinello School of Beauty-San Rafael,San Rafael,CA,http://www.marinello.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,www.emperors.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Empire College School of Business,Santa Rosa,CA,www.empcol.edu,www.empcol.edu,NULL,15861,NULL,NULL,NULL,NULL,NULL,15861,NULL,NULL,NULL,NULL,412,0.5364,0.0243,0.3835,0.0243,NULL,0.8049,NULL,0,NULL,NULL,NULL,NULL,0.809800815,0
Evergreen Valley College,San Jose,CA,www.evc.edu,testsite.cccco.edu/npc/471/npcalc.htm,8192,NULL,8192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7472,0.0883,0.0302,0.3979,0.3872,NULL,0.7375,NULL,0.467,NULL,NULL,NULL,NULL,0.34828537,0
Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,www.fidm.edu,fidm.edu/en/Admissions/Tuition+Financial+Aid+and+Scholarships/Net+Price+Calculator/,NULL,38960,NULL,NULL,NULL,NULL,NULL,35423,37489,39731,41920,42564,3459,0.3446,0.061,0.2252,0.1182,0.9346,NULL,1,NULL,NULL,NULL,NULL,0.602001112,NULL,0
Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,WWW.FIDM.EDU,fidm.edu/en/Admissions/Tuition+Financial+Aid+and+Scholarships/Net+Price+Calculator/,NULL,36184,NULL,NULL,NULL,NULL,NULL,33247,33964,38042,40714,41485,637,0.3752,0.0502,0.2198,0.1805,1,NULL,NULL,NULL,NULL,NULL,NULL,0.569754651,NULL,0
